rep,alp,num_cell,cell_size,sparse_freq,error
1,0.01,500,8,4,2.9178393231838466
1,0.01,500,8,8,5.068011262732127
1,0.01,300,1,1,28.279659534223217
1,0.01,300,1,2,44.52160133100453
1,0.01,300,1,4,56.63777282689544
1,0.01,300,1,8,58.74462541385934
1,0.01,300,2,1,30.150546816395167
1,0.01,300,2,2,53.816286102269345
1,0.01,300,2,4,57.844216318584785
1,0.01,300,2,8,62.927537934656065
1,0.01,300,4,1,31.19939579500912
1,0.01,300,4,2,49.79932821962048
1,0.01,300,4,4,30.406770707599023
1,0.01,300,4,8,49.55378486813172
1,0.01,300,8,1,30.786831763105564
1,0.01,300,8,2,52.15110469097948
1,0.01,300,8,4,35.37041155169362
1,0.01,300,8,8,31.9715784337459
1,0.01,200,1,1,31.118182925642525
1,0.01,200,1,2,47.56639698721116
1,0.01,200,1,4,59.56992411502489
1,0.01,200,1,8,63.322265173180575
1,0.01,200,2,1,33.93131819426759
1,0.01,200,2,2,60.62749225960108
1,0.01,200,2,4,71.82457640244476
1,0.01,200,2,8,74.432721193595
1,0.01,200,4,1,35.98146056590208
1,0.01,200,4,2,60.44896645242179
1,0.01,200,4,4,61.88035797656721
1,0.01,200,4,8,68.9130817512633
1,0.01,200,8,1,35.97764163309274
1,0.01,200,8,2,64.20042388871147
1,0.01,200,8,4,69.54021525330207
1,0.01,200,8,8,66.8839564520242
1,0.01,100,1,1,34.087205966846575
1,0.01,100,1,2,51.242317368205704
1,0.01,100,1,4,61.470082581295344
1,0.01,100,1,8,64.85015202183136
1,0.01,100,2,1,40.64347147112162
1,0.01,100,2,2,68.25789912417962
1,0.01,100,2,4,76.48065033085504
1,0.01,100,2,8,80.98825699254749
1,0.01,100,4,1,43.27556181068615
1,0.01,100,4,2,68.5996717395102
1,0.01,100,4,4,77.66030658281215
1,0.01,100,4,8,82.68824021519175
1,0.01,100,8,1,44.71803868525767
1,0.01,100,8,2,74.87397630402491
1,0.01,100,8,4,84.25891709043577
1,0.01,100,8,8,85.64084553250831
2,10.0,500,1,1,4.516508128256543
2,10.0,500,1,2,4.435140062806245
2,10.0,500,1,4,4.82858679084559
2,10.0,500,1,8,4.978783032736067
2,10.0,500,2,1,3.756693651654712
2,10.0,500,2,2,4.625628454451656
2,10.0,500,2,4,5.825309502888525
2,10.0,500,2,8,6.5943733390753225
2,10.0,500,4,1,3.7715809679823757
2,10.0,500,4,2,4.9787650272220185
2,10.0,500,4,4,7.491071600047687
2,10.0,500,4,8,10.052240863942664
2,10.0,500,8,1,3.9825832751440404
2,10.0,500,8,2,5.213711253433555
2,10.0,500,8,4,8.325535470048585
2,10.0,500,8,8,12.236890668184367
2,10.0,300,1,1,6.336253279449764
2,10.0,300,1,2,5.875119147208547
2,10.0,300,1,4,6.1001484461998
2,10.0,300,1,8,6.240851764255277
2,10.0,300,2,1,5.127268219484061
2,10.0,300,2,2,5.218147654235768
2,10.0,300,2,4,6.146201360858013
2,10.0,300,2,8,6.941462029794875
2,10.0,300,4,1,4.71336087324486
2,10.0,300,4,2,5.251135930286856
2,10.0,300,4,4,7.602189260678517
2,10.0,300,4,8,10.174290992722286
2,10.0,300,8,1,4.749561891931003
2,10.0,300,8,2,5.441828966665656
2,10.0,300,8,4,8.451018178418098
2,10.0,300,8,8,12.278041430174602
2,10.0,200,1,1,8.763529100268896
2,10.0,200,1,2,8.209344043244949
2,10.0,200,1,4,7.7214209997019765
2,10.0,200,1,8,7.789575986475276
2,10.0,200,2,1,7.417362937676621
2,10.0,200,2,2,6.15027681053393
2,10.0,200,2,4,6.785482606302919
2,10.0,200,2,8,7.449052317719946
2,10.0,200,4,1,6.529797260122306
2,10.0,200,4,2,5.837651788669971
2,10.0,200,4,4,7.78379026565196
2,10.0,200,4,8,10.3377692227899
2,10.0,200,8,1,6.302096717336855
2,10.0,200,8,2,5.869450971932048
2,10.0,200,8,4,8.602983099296843
2,10.0,200,8,8,12.382775070181994
2,10.0,100,1,1,15.490821089435586
2,10.0,100,1,2,13.660988830030167
2,10.0,100,1,4,12.346055831904058
2,10.0,100,1,8,12.429592973792047
2,10.0,100,2,1,14.182020431579152
2,10.0,100,2,2,10.320243748588181
2,10.0,100,2,4,9.649676705909087
2,10.0,100,2,8,9.841419925121482
2,10.0,100,4,1,12.350933061325835
2,10.0,100,4,2,8.791904705374636
2,10.0,100,4,4,8.770390974353285
2,10.0,100,4,8,10.93422628183285
2,10.0,100,8,1,11.904637345161936
2,10.0,100,8,2,8.328715405461743
2,10.0,100,8,4,9.228102049264551
2,10.0,100,8,8,12.626793460175767
2,1.0,500,1,1,2.6505762877122443
2,1.0,500,1,2,2.6391720357763395
2,1.0,500,1,4,3.045223160006222
2,1.0,500,1,8,3.1667842508537074
2,1.0,500,2,1,1.9388688697012195
2,1.0,500,2,2,2.815655104193602
2,1.0,500,2,4,4.3460792498746965
2,1.0,500,2,8,5.038586308653063
2,1.0,500,4,1,1.7391029044750388
2,1.0,500,4,2,3.2777598393123593
2,1.0,500,4,4,5.922721701611205
2,1.0,500,4,8,8.271958000017452
2,1.0,500,8,1,1.774448190800717
2,1.0,500,8,2,3.5084730855935016
2,1.0,500,8,4,6.5131822576477845
2,1.0,500,8,8,9.308512403586548
2,1.0,300,1,1,5.598381298995747
2,1.0,300,1,2,4.831823222709786
2,1.0,300,1,4,4.745078498665338
2,1.0,300,1,8,4.8679472941019295
2,1.0,300,2,1,4.106447983240808
2,1.0,300,2,2,3.5911287782673025
2,1.0,300,2,4,4.74946671554094
2,1.0,300,2,8,5.547851820349624
2,1.0,300,4,1,3.506971228636803
2,1.0,300,4,2,3.7073044510431847
2,1.0,300,4,4,6.03346362034749
2,1.0,300,4,8,8.381383711895392
2,1.0,300,8,1,3.329137513785419
2,1.0,300,8,2,3.799301565131741
2,1.0,300,8,4,6.646277178668774
2,1.0,300,8,8,9.423028220585316
2,1.0,200,1,1,8.975516820281833
2,1.0,200,1,2,7.783245275136808
2,1.0,200,1,4,7.09204887797579
2,1.0,200,1,8,6.941208406719094
2,1.0,200,2,1,7.310413030183383
2,1.0,200,2,2,5.367315787790871
2,1.0,200,2,4,5.6812454878282415
2,1.0,200,2,8,6.227409123355269
2,1.0,200,4,1,6.412977603132671
2,1.0,200,4,2,4.616172407847719
2,1.0,200,4,4,6.246613157050618
2,1.0,200,4,8,8.56443798102994
2,1.0,200,8,1,6.03934106023948
2,1.0,200,8,2,4.448492484896832
2,1.0,200,8,4,6.836008091153378
2,1.0,200,8,8,9.579719149428838
2,1.0,100,1,1,16.02647522133359
2,1.0,100,1,2,14.558473480603976
2,1.0,100,1,4,14.145280305654502
2,1.0,100,1,8,14.29932340075006
2,1.0,100,2,1,13.67869026562165
2,1.0,100,2,2,12.49384034025383
2,1.0,100,2,4,11.354310723653697
2,1.0,100,2,8,10.360286712803095
2,1.0,100,4,1,12.720081456481381
2,1.0,100,4,2,9.882227510169159
2,1.0,100,4,4,7.609533414033798
2,1.0,100,4,8,9.156792842670091
2,1.0,100,8,1,12.142831491395158
2,1.0,100,8,2,8.661837870956393
2,1.0,100,8,4,7.629617012381108
2,1.0,100,8,8,10.120815401361085
2,0.1,500,1,1,5.816724001247563
2,0.1,500,1,2,4.067872705529104
2,0.1,500,1,4,3.6895332549861153
2,0.1,500,1,8,3.9923733483220953
2,0.1,500,2,1,3.09472086151455
2,0.1,500,2,2,1.812404235414613
2,0.1,500,2,4,3.2067796652612732
2,0.1,500,2,8,4.16845562995064
2,0.1,500,4,1,1.9286820112546053
2,0.1,500,4,2,2.0219013760716784
2,0.1,500,4,4,4.789762212469629
2,0.1,500,4,8,7.0211266098874985
2,0.1,500,8,1,1.4781053344192598
2,0.1,500,8,2,2.043981472521159
2,0.1,500,8,4,4.4334810351861735
2,0.1,500,8,8,6.678354159231378
2,0.1,300,1,1,13.040829730169378
2,0.1,300,1,2,12.701557358299489
2,0.1,300,1,4,13.282796756208688
2,0.1,300,1,8,13.110500501074391
2,0.1,300,2,1,9.306827532881796
2,0.1,300,2,2,4.822406035951964
2,0.1,300,2,4,4.574633207365766
2,0.1,300,2,8,5.3939969780913115
2,0.1,300,4,1,6.970428401528135
2,0.1,300,4,2,2.6868136216984126
2,0.1,300,4,4,4.959797020727401
2,0.1,300,4,8,7.124043450644439
2,0.1,300,8,1,6.051828647141725
2,0.1,300,8,2,2.5479659101999412
2,0.1,300,8,4,4.735054194010333
2,0.1,300,8,8,6.89311246024961
2,0.1,200,1,1,18.858995334245403
2,0.1,200,1,2,21.001722356010358
2,0.1,200,1,4,23.74885925765781
2,0.1,200,1,8,25.500414826254005
2,0.1,200,2,1,15.471793690257652
2,0.1,200,2,2,17.575583909212117
2,0.1,200,2,4,14.794681309925396
2,0.1,200,2,8,14.469740765720319
2,0.1,200,4,1,13.467420047673516
2,0.1,200,4,2,11.27932054921758
2,0.1,200,4,4,5.289846793193446
2,0.1,200,4,8,7.765901556789533
2,0.1,200,8,1,11.652441143942204
2,0.1,200,8,2,7.204539393911173
2,0.1,200,8,4,5.19946600299575
2,0.1,200,8,8,7.185577400808359
2,0.1,100,1,1,26.904455818496018
2,0.1,100,1,2,31.397742672588457
2,0.1,100,1,4,35.49927428672357
